Click,Swipe,Scroll,Input,Timestamps,Trip Type,Screen Time(min),Device Info,OS,App Version,Customer ID
6,2,2,5,2024-03-15 13:25:28.922485,shopping journey,10,iPhone 5S,IOS,['6.0.48'],+91 7932431259
3,2,1,1,2024-03-15 13:25:30.014383,single feature journey,6,OnePlus 9/9 Pro,Android,['7.0.57'],+91 9195191615
7,5,4,3,2024-03-15 13:25:31.307115,shopping journey,10,iPhone 12 Mini,IOS,['7.0.01'],+91 7892867098
17,13,6,10,2024-03-15 13:25:54.705074,long exploration journey,29,Pixel 8 Pro,Android,['7.0.03'],+91 8023260066
3,2,1,1,2024-03-15 13:26:07.482853,single feature journey,8,Nokia XR21,Android,['7.0.03'],+91 9878831371
20,11,10,5,2024-03-15 13:26:13.251074,long exploration journey,25,Moto G series,Android,['7.0.25'],+91 8453593824
16,15,5,7,2024-03-15 13:27:01.044494,long exploration journey,28,Pixel 3 XL,Android,['7.0.60'],+91 8695054329
17,15,8,8,2024-03-15 13:27:08.395142,long exploration journey,26,Pixel,Android,['6.0.04'],+91 8203861101
15,11,8,8,2024-03-15 13:27:27.109468,long exploration journey,30,Pixel 7 Pro,Android,['7.0.57'],+91 7554026117
5,2,2,1,2024-03-15 13:27:41.610049,single feature journey,8,Nokia 8,Android,['7.0.57'],+91 8681134302
4,2,1,1,2024-03-15 13:28:08.949796,single feature journey,4,Moto Z series,Android,['7.0.60'],+91 8486009504
4,2,1,2,2024-03-15 13:28:09.063475,single feature journey,6,OnePlus 3/3T,Android,['7.0.60'],+91 9349120486
3,3,4,4,2024-03-15 13:28:12.106014,news consumption journey,10,Redmi series,Android,['6.0.48'],+91 8464945377
4,1,1,1,2024-03-15 13:28:15.193997,single feature journey,6,Nokia XR21,Android,['7.0.01'],+91 7387030058
19,14,7,7,2024-03-15 13:28:21.168069,long exploration journey,29,iPhone 14,IOS,['7.0.57'],+91 7517248373
5,3,2,4,2024-03-15 13:28:21.481168,shopping journey,15,Pixel 4 XL,Android,['7.0.57'],+91 8314748070
5,2,2,2,2024-03-15 13:28:24.159180,single feature journey,7,Pixel 7 Pro,Android,['7.0.60'],+91 9847506856
3,5,5,4,2024-03-15 13:28:36.177295,news consumption journey,6,Galaxy A series,Android,['7.0.57'],+91 7665349570
19,12,10,8,2024-03-15 13:28:37.230307,long exploration journey,28,OnePlus 10,Android,['7.0.47'],+91 9771912147
3,1,0,1,2024-03-15 13:29:19.456257,simple recharge journey,1,LG V series ,Android,['7.0.03'],+91 9380147243
6,2,5,3,2024-03-15 13:29:53.973222,mixed usage,18,Galaxy Note8,Android,['6.0.48'],+91 8980856375
6,5,3,4,2024-03-15 13:30:09.859585,mixed usage,13,iPhone 13 Pro,IOS,['7.0.47'],+91 9842601877
3,1,1,2,2024-03-15 13:30:14.244869,simple recharge journey,2,OnePlus 8/8 Pro/8T,Android,['7.0.03'],+91 9619850961
5,2,2,1,2024-03-15 13:30:49.525814,single feature journey,4,OnePlus 6/6T,Android,['6.0.48'],+91 8358208448
5,2,2,3,2024-03-15 13:31:06.311104,news consumption journey,9,Galaxy M series,Android,['7.0.47'],+91 7227190445
3,2,2,1,2024-03-15 13:31:06.378000,single feature journey,9,Galaxy S21,Android,['7.0.47'],+91 7053685855
10,4,4,2,2024-03-15 13:31:07.588667,mixed usage,7,OnePlus 9/9 Pro,Android,['6.0.11'],+91 7404362423
3,1,2,1,2024-03-15 13:31:13.371883,single feature journey,7,Galaxy Note9,Android,['7.0.57'],+91 8298124119
5,4,4,5,2024-03-15 13:31:27.838189,mixed usage,6,Pixel,Android,['6.0.48'],+91 9443968265
3,1,1,1,2024-03-15 13:31:44.690127,single feature journey,2,Moto Z series,Android,['7.0.01'],+91 8701912486
15,11,8,8,2024-03-15 13:32:31.537015,long exploration journey,28,Galaxy Note10,Android,['6.0.48'],+91 8986925115
4,1,2,1,2024-03-15 13:33:09.373949,single feature journey,10,Nova series,Android,['7.0.57'],+91 7957361594
5,2,3,4,2024-03-15 13:33:10.794089,mixed usage,5,Asus ZenFone series,Android,['6.0.11'],+91 7195929726
7,2,5,2,2024-03-15 13:33:20.954937,shopping journey,13,iPhone 8,IOS,['7.0.25'],+91 7866643625
20,11,7,5,2024-03-15 13:33:21.263140,long exploration journey,29,Galaxy S22,Android,['7.0.25'],+91 9871524057
6,5,3,2,2024-03-15 13:33:43.130781,mixed usage,11,iPhone 11 Pro Max,IOS,['7.0.01'],+91 7603993371
20,15,9,9,2024-03-15 13:34:30.138865,long exploration journey,30,Nokia XR21,Android,['5.0.28'],+91 7036261332
5,5,5,4,2024-03-15 13:34:31.861530,mixed usage,8,HTC Desire series,Android,['6.0.48'],+91 7559668789
3,2,1,2,2024-03-15 13:34:32.755474,simple recharge journey,2,Pixel 8 Pro,Android,['7.0.47'],+91 8746528730
10,4,2,2,2024-03-15 13:34:38.074080,shopping journey,10,Galaxy S7,Android,['7.0.57'],+91 9465088729
7,2,3,3,2024-03-15 13:35:08.543741,mixed usage,14,iPhone 15 Pro,IOS,['7.0.47'],+91 8014503008
7,5,3,4,2024-03-15 13:35:10.056970,shopping journey,11,Redmi series,Android,['7.0.57'],+91 8587077149
3,4,5,2,2024-03-15 13:36:27.690288,news consumption journey,7,Galaxy S24,Android,['7.0.57'],+91 7295640695
15,10,9,8,2024-03-15 13:36:29.581051,long exploration journey,26,OnePlus 8/8 Pro/8T,Android,['7.0.60'],+91 8381154143
6,4,2,3,2024-03-15 13:36:38.795663,mixed usage,17,Galaxy S6,Android,['6.0.04'],+91 9553096715
16,13,5,6,2024-03-15 13:37:08.354677,long exploration journey,28,iPhone 14 plus,IOS,['7.0.57'],+91 7549776766
6,5,3,2,2024-03-15 13:37:40.487302,shopping journey,11,P series,Android,['7.0.47'],+91 8557349524
3,1,1,1,2024-03-15 13:37:46.575341,simple recharge journey,3,Pixel 8,Android,['7.0.03'],+91 7166113882
17,12,6,6,2024-03-15 13:38:09.355191,long exploration journey,26,Pixel 3 XL,Android,['7.0.47'],+91 8304767256
5,4,2,2,2024-03-15 13:38:48.587862,shopping journey,10,Pixel 8 Pro,Android,['7.0.01'],+91 9158970312
17,15,9,9,2024-03-15 13:39:00.644559,long exploration journey,29,OnePlus One,Android,['7.0.03'],+91 8268287987
19,15,9,8,2024-03-15 13:39:17.037060,long exploration journey,25,Nova series,Android,['7.0.57'],+91 7827976968
9,2,2,4,2024-03-15 13:39:31.381566,shopping journey,14,OnePlus 11,Android,['7.0.57'],+91 9715369058
3,2,0,2,2024-03-15 13:39:50.500047,simple recharge journey,2,Nokia 7,Android,['7.0.25'],+91 8888805581
4,1,1,2,2024-03-15 13:40:06.645458,single feature journey,9,Galaxy Note5,Android,['7.0.47'],+91 8335880647
4,1,2,1,2024-03-15 13:40:18.291321,single feature journey,8,Pixel 7,Android,['6.0.48'],+91 7782355553
4,1,1,2,2024-03-15 13:40:48.139586,single feature journey,4,Pixel 2 XL,Android,['7.0.25'],+91 7001747675
5,3,5,4,2024-03-15 13:41:31.757825,news consumption journey,8,Moto X series,Android,['7.0.01'],+91 7509285830
7,4,3,4,2024-03-15 13:41:40.164678,mixed usage,20,Mate series,Android,['7.0.60'],+91 9214341951
3,2,1,1,2024-03-15 13:41:55.015005,single feature journey,8,Nokia 6,Android,['7.0.57'],+91 7703991873
4,3,3,5,2024-03-15 13:42:03.310220,news consumption journey,5,Moto G series,Android,['7.0.60'],+91 8769843613
4,5,5,4,2024-03-15 13:42:36.016531,news consumption journey,6,Moto G series,Android,['7.0.60'],+91 8229680466
10,3,3,2,2024-03-15 13:43:24.940179,shopping journey,15,OnePlus 11,Android,['7.0.47'],+91 8773140677
15,10,9,8,2024-03-15 13:44:28.037407,long exploration journey,30,iPhone 6S,IOS,['7.0.25'],+91 8199023879
3,2,2,1,2024-03-15 13:44:41.933255,single feature journey,9,Galaxy S24,Android,['7.0.03'],+91 9096457690
8,5,3,5,2024-03-15 13:44:44.775130,mixed usage,15,Galaxy Note10,Android,['7.0.60'],+91 9010420310
18,10,10,6,2024-03-15 13:45:17.213494,long exploration journey,26,LG G series,Android,['7.0.03'],+91 9977005217
17,12,8,5,2024-03-15 13:45:21.823465,long exploration journey,28,Galaxy Note8,Android,['7.0.25'],+91 9581972549
11,5,3,10,2024-03-15 13:45:25.251132,entertainment journey,11,Pixel 3a XL,Android,['7.0.03'],+91 7038631358
8,2,4,4,2024-03-15 13:45:58.743002,mixed usage,15,Moto G series,Android,['7.0.47'],+91 7135562395
5,2,5,4,2024-03-15 13:46:00.007488,mixed usage,10,iPhone 6 Plus,IOS,['7.0.60'],+91 8208211728
20,14,8,10,2024-03-15 13:46:15.174706,long exploration journey,29,Nokia 5,Android,['7.0.60'],+91 9079782123
12,9,4,9,2024-03-15 13:46:17.735182,entertainment journey,19,Pixel 2,Android,['7.0.47'],+91 7929156198
3,4,5,5,2024-03-15 13:47:04.829499,news consumption journey,5,Sony Xperia series,Android,['5.0.28'],+91 9017092828
4,1,2,1,2024-03-15 13:47:08.236996,single feature journey,2,Pixel 3 XL,Android,['7.0.57'],+91 8330890465
9,2,3,2,2024-03-15 13:47:34.958621,mixed usage,20,Galaxy J series,Android,['7.0.57'],+91 7309744262
16,11,8,5,2024-03-15 13:47:36.311276,long exploration journey,28,Galaxy S7,Android,['6.0.04'],+91 7363343270
17,12,7,5,2024-03-15 13:47:44.910981,long exploration journey,26,iPhone 15 plus,IOS,['7.0.47'],+91 8953490158
5,1,1,1,2024-03-15 13:47:55.104310,single feature journey,5,Galaxy S24,Android,['7.0.01'],+91 7111218144
16,10,6,10,2024-03-15 13:48:00.378135,long exploration journey,25,Pixel 4,Android,['6.0.48'],+91 9977350661
3,1,0,1,2024-03-15 13:48:11.417339,simple recharge journey,1,LG V series ,Android,['7.0.57'],+91 9680236768
10,4,4,4,2024-03-15 13:48:15.641479,shopping journey,12,iPhone 13 Pro,IOS,['7.0.57'],+91 8334662967
19,13,10,7,2024-03-15 13:48:25.248103,long exploration journey,26,Poco series,Android,['6.0.48'],+91 8977465900
5,1,2,1,2024-03-15 13:48:44.454215,single feature journey,8,Mate series,Android,['7.0.57'],+91 7364217961
3,2,1,2,2024-03-15 13:49:00.423777,single feature journey,10,Nova series,Android,['5.0.28'],+91 7330938894
5,1,2,1,2024-03-15 13:49:21.498067,single feature journey,3,Galaxy S23,Android,['7.0.60'],+91 8691171163
18,14,6,8,2024-03-15 13:49:40.579667,long exploration journey,25,Moto X series,Android,['7.0.47'],+91 9420889743
4,4,3,4,2024-03-15 13:50:03.811530,news consumption journey,10,Lenovo K series,Android,['7.0.57'],+91 8923728290
7,4,4,2,2024-03-15 13:50:12.456562,mixed usage,14,Nokia XR21,Android,['6.0.04'],+91 7691025602
4,2,2,1,2024-03-15 13:51:00.358269,single feature journey,4,Galaxy A series,Android,['6.0.04'],+91 7063249475
5,1,1,1,2024-03-15 13:51:08.363698,single feature journey,7,HTC Desire series,Android,['7.0.60'],+91 7779338109
4,4,4,3,2024-03-15 13:51:25.933155,news consumption journey,7,Nokia 5,Android,['7.0.60'],+91 8785446996
5,5,2,5,2024-03-15 13:52:02.252749,news consumption journey,10,iPhone SE (2nd generation),IOS,['7.0.60'],+91 7596755165
14,8,2,8,2024-03-15 13:52:07.548889,entertainment journey,14,Pixel 3a XL,Android,['7.0.60'],+91 9721163798
19,14,10,6,2024-03-15 13:52:40.074143,long exploration journey,30,iPhone XS Max,IOS,['7.0.25'],+91 7297758072
3,1,2,1,2024-03-15 13:52:55.623087,single feature journey,8,LG G series,Android,['7.0.57'],+91 8980549749
4,5,4,2,2024-03-15 13:53:02.683707,news consumption journey,5,Poco series,Android,['7.0.60'],+91 9343036431
4,1,1,2,2024-03-15 13:53:24.172068,simple recharge journey,3,iPhone 6,IOS,['7.0.03'],+91 7626392220
5,4,2,2,2024-03-15 13:53:30.144333,news consumption journey,9,Pixel,Android,['6.0.48'],+91 7906512190
11,7,2,10,2024-03-15 13:53:59.828031,entertainment journey,12,OnePlus 8/8 Pro/8T,Android,['7.0.60'],+91 8490307274
3,1,2,1,2024-03-15 13:53:59.941849,single feature journey,7,Galaxy S8,Android,['7.0.25'],+91 7215201912
13,5,2,5,2024-03-15 13:54:28.362704,entertainment journey,16,Galaxy S21,Android,['7.0.57'],+91 9398981510
8,5,5,4,2024-03-15 13:54:30.780188,shopping journey,14,Asus ZenFone series,Android,['7.0.60'],+91 9925576893
3,2,2,1,2024-03-15 13:55:14.106573,single feature journey,10,Lenovo K series,Android,['7.0.47'],+91 7675881649
15,14,7,7,2024-03-15 13:55:33.368036,long exploration journey,25,Galaxy Tab series,Android,['7.0.57'],+91 8311710463
4,2,1,1,2024-03-15 13:55:40.096712,single feature journey,9,OnePlus 2,Android,['6.0.11'],+91 7769863386
6,3,3,3,2024-03-15 13:55:56.799122,mixed usage,5,Moto Z series,Android,['7.0.25'],+91 7989160307
5,4,4,3,2024-03-15 13:56:06.988996,mixed usage,15,Nokia G42 5G,Android,['7.0.57'],+91 9867181370
5,2,4,4,2024-03-15 13:56:07.336754,mixed usage,14,iPhone 8 Plus,IOS,['6.0.04'],+91 8764376072
5,2,2,2,2024-03-15 13:56:20.468409,single feature journey,9,Mate series,Android,['5.0.28'],+91 7335893951
5,2,5,3,2024-03-15 13:56:26.665893,news consumption journey,10,Galaxy J series,Android,['7.0.47'],+91 9444398705
3,2,1,2,2024-03-15 13:56:59.600572,single feature journey,8,Pixel 2,Android,['6.0.11'],+91 8951850214
5,2,4,3,2024-03-15 13:57:05.765354,mixed usage,11,Pixel 3a,Android,['7.0.03'],+91 7058029632
3,3,4,2,2024-03-15 13:57:17.173689,news consumption journey,8,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03'],+91 8523495510
8,5,5,3,2024-03-15 13:57:47.603112,mixed usage,11,iPhone 12,IOS,['7.0.60'],+91 9592021372
4,1,1,1,2024-03-15 13:58:55.478983,single feature journey,3,iPhone 6 Plus,IOS,['7.0.47'],+91 8032630633
8,3,5,3,2024-03-15 13:59:00.787153,mixed usage,10,Galaxy S22,Android,['7.0.47'],+91 7920892965
20,11,6,9,2024-03-15 13:59:04.783957,long exploration journey,27,Galaxy S6,Android,['7.0.25'],+91 7256031286
19,14,7,8,2024-03-15 13:59:10.501892,long exploration journey,29,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.47'],+91 7397524234
3,3,2,4,2024-03-15 13:59:29.816749,news consumption journey,5,iPhone 15 Pro,IOS,['7.0.57'],+91 7535717847
3,1,1,2,2024-03-15 13:59:54.724843,single feature journey,8,iPhone 12 Pro,IOS,['6.0.48'],+91 7300550773
5,2,0,2,2024-03-15 14:00:26.290208,simple recharge journey,3,Pixel,Android,['5.0.28'],+91 7009997007
5,4,3,3,2024-03-15 14:00:39.241234,news consumption journey,5,Sony Xperia series,Android,['7.0.57'],+91 9187286033
19,13,10,8,2024-03-15 14:00:46.705766,long exploration journey,29,Pixel 7,Android,['7.0.25'],+91 7153781345
6,5,4,5,2024-03-15 14:01:07.319613,shopping journey,15,OnePlus 12,Android,['7.0.57'],+91 9377025575
15,11,7,5,2024-03-15 14:01:54.940065,long exploration journey,27,OnePlus 2,Android,['7.0.03'],+91 9605763611
5,4,3,3,2024-03-15 14:01:56.300807,news consumption journey,7,OnePlus 10 Pro,Android,['7.0.57'],+91 7096054228
3,4,5,4,2024-03-15 14:02:03.316306,news consumption journey,8,OnePlus 5/5T,Android,['6.0.11'],+91 9767188186
12,10,4,5,2024-03-15 14:02:23.008931,entertainment journey,16,LG V series ,Android,['7.0.25'],+91 8022310551
7,4,2,2,2024-03-15 14:02:36.717530,mixed usage,5,Nokia 7,Android,['7.0.01'],+91 9986325227
8,2,3,2,2024-03-15 14:02:51.714363,shopping journey,10,Galaxy S24,Android,['7.0.57'],+91 8720708789
5,2,3,5,2024-03-15 14:03:00.777805,mixed usage,10,OnePlus 9/9 Pro,Android,['7.0.47'],+91 8815681371
9,4,2,4,2024-03-15 14:03:32.918386,shopping journey,15,iPhone 7 Plus,IOS,['7.0.57'],+91 9349280523
5,4,5,5,2024-03-15 14:03:37.448981,news consumption journey,9,P series,Android,['7.0.60'],+91 9349403441
7,3,4,2,2024-03-15 14:03:49.007604,mixed usage,12,Pixel 8 Pro,Android,['7.0.57'],+91 8291493111
16,12,5,10,2024-03-15 14:03:51.823351,long exploration journey,25,Pixel 4a 5G,Android,['6.0.48'],+91 9063011354
4,2,2,2,2024-03-15 14:04:01.496468,single feature journey,4,Galaxy S10,Android,['7.0.60'],+91 7257236141
3,2,2,2,2024-03-15 14:04:14.767976,single feature journey,4,Nokia G42 5G,Android,['7.0.57'],+91 9423640753
4,2,1,2,2024-03-15 14:04:55.878447,single feature journey,3,Pixel 3 XL,Android,['7.0.47'],+91 8424962535
18,15,7,5,2024-03-15 14:05:32.090064,long exploration journey,25,iPhone SE (2nd generation),IOS,['7.0.60'],+91 9867918137
18,15,7,8,2024-03-15 14:05:32.732093,long exploration journey,28,Nokia 6,Android,['7.0.03'],+91 8963473248
8,2,5,4,2024-03-15 14:05:34.350330,mixed usage,14,Galaxy S6,Android,['7.0.47'],+91 9203335058
7,3,5,5,2024-03-15 14:05:44.183456,shopping journey,10,LG Q series,Android,['6.0.48'],+91 9490022210
9,3,4,3,2024-03-15 14:05:45.496383,mixed usage,10,P series,Android,['6.0.11'],+91 8507027883
5,2,1,1,2024-03-15 14:05:54.613599,single feature journey,6,Pixel 4a,Android,['7.0.60'],+91 9196509249
4,1,1,1,2024-03-15 14:06:06.051190,single feature journey,7,Pixel 2,Android,['7.0.57'],+91 8086767042
16,15,6,10,2024-03-15 14:06:29.050104,long exploration journey,29,Galaxy S20,Android,['7.0.47'],+91 9723923855
16,11,8,7,2024-03-15 14:06:30.883592,long exploration journey,27,Galaxy Note10,Android,['7.0.60'],+91 7940263439
17,10,6,6,2024-03-15 14:06:33.968227,long exploration journey,26,Nokia XR21,Android,['7.0.57'],+91 8499898363
3,2,1,2,2024-03-15 14:06:39.830679,single feature journey,5,iPhone 5C,IOS,['7.0.60'],+91 9896255374
7,2,2,3,2024-03-15 14:07:19.315770,shopping journey,10,OnePlus One,Android,['7.0.47'],+91 9474867051
4,1,1,1,2024-03-15 14:07:34.987861,single feature journey,4,OnePlus 11,Android,['7.0.57'],+91 9115065550
20,14,10,5,2024-03-15 14:07:36.414139,long exploration journey,29,Nokia 5,Android,['7.0.47'],+91 7550065641
19,11,7,10,2024-03-15 14:07:47.701246,long exploration journey,27,Pixel 3 XL,Android,['7.0.57'],+91 8097699678
5,2,2,2,2024-03-15 14:08:19.759725,single feature journey,6,Nokia XR21,Android,['7.0.60'],+91 9860966769
7,2,2,2,2024-03-15 14:08:23.804432,mixed usage,10,Pixel 3a XL,Android,['6.0.04'],+91 7242255470
4,2,2,2,2024-03-15 14:08:57.016775,single feature journey,7,Nokia XR21,Android,['7.0.47'],+91 9772992023
3,3,2,2,2024-03-15 14:09:07.435059,news consumption journey,10,OnePlus 10 Pro,Android,['7.0.57'],+91 7378966080
15,12,8,6,2024-03-15 14:09:09.284095,long exploration journey,25,Honor series,Android,['7.0.01'],+91 9763757424
19,10,9,6,2024-03-15 14:09:39.889091,long exploration journey,30,LG Q series,Android,['7.0.57'],+91 7402541911
19,13,8,8,2024-03-15 14:09:49.388178,long exploration journey,28,Galaxy S10,Android,['7.0.01'],+91 8943156915
5,1,2,2,2024-03-15 14:10:05.297587,single feature journey,7,Galaxy Note20,Android,['7.0.47'],+91 8641330409
5,1,1,1,2024-03-15 14:10:22.252642,single feature journey,2,Pixel 4a,Android,['7.0.47'],+91 7277539649
9,4,3,3,2024-03-15 14:10:22.730527,shopping journey,11,iPhone XR,IOS,['7.0.47'],+91 8346076784
7,3,2,5,2024-03-15 14:10:24.205216,mixed usage,15,Nokia 5,Android,['6.0.48'],+91 8724224297
17,12,6,8,2024-03-15 14:10:37.006371,long exploration journey,28,OnePlus 10 Pro,Android,['7.0.57'],+91 9511800483
5,2,4,5,2024-03-15 14:10:40.255394,mixed usage,20,iPhone X,IOS,['7.0.03'],+91 8835012794
14,5,4,5,2024-03-15 14:10:47.816836,entertainment journey,19,Asus ZenFone series,Android,['7.0.57'],+91 9176953582
7,5,2,2,2024-03-15 14:11:03.047969,mixed usage,11,Galaxy S7,Android,['7.0.47'],+91 9578701356
7,5,4,4,2024-03-15 14:11:41.835799,mixed usage,5,Sony Xperia series,Android,['7.0.60'],+91 7428951165
19,15,9,5,2024-03-15 14:11:52.182192,long exploration journey,28,Sony Xperia series,Android,['7.0.57'],+91 8616024339
5,2,2,2,2024-03-15 14:12:11.527453,single feature journey,5,Asus ZenFone series,Android,['5.0.28'],+91 8459708018
3,4,5,4,2024-03-15 14:12:55.380725,news consumption journey,9,Pixel 3 XL,Android,['7.0.57'],+91 9700242278
3,1,2,1,2024-03-15 14:13:10.377558,single feature journey,4,iPhone 6S,IOS,['7.0.01'],+91 9293594851
4,2,1,2,2024-03-15 14:13:16.651762,single feature journey,10,Sony Xperia series,Android,['7.0.47'],+91 8048400630
15,13,9,7,2024-03-15 14:13:29.266427,long exploration journey,25,OnePlus 9/9 Pro,Android,['7.0.47'],+91 7236133549
3,2,3,5,2024-03-15 14:13:39.092253,news consumption journey,7,Galaxy Tab series,Android,['7.0.25'],+91 8262656739
7,2,2,3,2024-03-15 14:13:47.281947,mixed usage,20,Pixel 2,Android,['7.0.57'],+91 7516726155
4,1,0,2,2024-03-15 14:14:07.804705,simple recharge journey,2,Galaxy Note8,Android,['7.0.01'],+91 7200068631
5,1,0,1,2024-03-15 14:14:27.383435,simple recharge journey,2,Pixel 8,Android,['7.0.47'],+91 8571921890
8,2,2,3,2024-03-15 14:14:31.067786,shopping journey,14,Pixel 6,Android,['6.0.04'],+91 8546046873
9,3,3,2,2024-03-15 14:14:52.953674,mixed usage,16,Pixel 2,Android,['7.0.47'],+91 9690647229
15,14,7,9,2024-03-15 14:15:04.129814,long exploration journey,30,Nokia XR21,Android,['7.0.01'],+91 8795754934
7,3,5,3,2024-03-15 14:15:26.422251,shopping journey,15,OnePlus 10 Pro,Android,['7.0.03'],+91 9305830562
7,5,2,5,2024-03-15 14:15:46.219867,shopping journey,11,Redmi series,Android,['7.0.03'],+91 8543501531
9,3,2,5,2024-03-15 14:16:07.964200,shopping journey,10,Pixel 3a XL,Android,['7.0.03'],+91 7577017783
3,1,1,2,2024-03-15 14:16:09.280807,single feature journey,5,Galaxy S23,Android,['7.0.25'],+91 9730453513
5,1,2,2,2024-03-15 14:16:32.445907,single feature journey,7,OnePlus 8/8 Pro/8T,Android,['6.0.04'],+91 9588434143
3,2,2,2,2024-03-15 14:17:08.236262,single feature journey,6,OnePlus 12,Android,['7.0.57'],+91 8602905693
7,5,4,4,2024-03-15 14:17:10.721549,mixed usage,9,iPhone 6S,IOS,['7.0.03'],+91 8547728672
3,1,2,2,2024-03-15 14:17:10.842926,single feature journey,2,OnePlus 11,Android,['7.0.47'],+91 8668482911
4,1,1,1,2024-03-15 14:17:20.628655,single feature journey,4,iPhone 7,IOS,['7.0.25'],+91 7191159536
13,9,5,9,2024-03-15 14:17:22.575269,entertainment journey,11,OnePlus 10,Android,['7.0.60'],+91 9416987549
4,2,1,2,2024-03-15 14:17:31.873204,simple recharge journey,3,iPhone 15 Pro Max,IOS,['7.0.01'],+91 9832864762
19,12,5,6,2024-03-15 14:17:32.768985,long exploration journey,29,OnePlus 2,Android,['6.0.48'],+91 8346737807
5,4,5,2,2024-03-15 14:17:36.327455,news consumption journey,10,Nokia 8,Android,['7.0.57'],+91 7255648116
5,2,1,2,2024-03-15 14:18:29.394948,single feature journey,4,Pixel 2 XL,Android,['7.0.03'],+91 9990570681
17,13,5,7,2024-03-15 14:18:43.380075,long exploration journey,25,Galaxy Note5,Android,['7.0.01'],+91 7238907286
14,10,2,8,2024-03-15 14:19:08.945912,entertainment journey,16,Nokia 7,Android,['7.0.60'],+91 9184756262
5,2,5,4,2024-03-15 14:19:26.586018,mixed usage,8,iPhone 5,IOS,['7.0.60'],+91 7087919347
10,8,5,9,2024-03-15 14:19:51.975950,entertainment journey,14,Nokia G42 5G,Android,['7.0.01'],+91 9058205868
15,13,7,9,2024-03-15 14:20:13.437727,long exploration journey,26,Galaxy M series,Android,['7.0.57'],+91 9086001010
5,3,3,5,2024-03-15 14:20:22.389383,shopping journey,10,Pixel 8,Android,['7.0.01'],+91 9150714224
9,3,3,2,2024-03-15 14:20:37.912424,shopping journey,12,Nokia 7,Android,['7.0.01'],+91 9005394520
5,2,1,2,2024-03-15 14:20:47.186324,single feature journey,2,Pixel 3,Android,['6.0.48'],+91 8535489362
3,1,1,1,2024-03-15 14:20:56.062714,single feature journey,5,Pixel 4 XL,Android,['7.0.60'],+91 9900915095
20,11,9,7,2024-03-15 14:21:23.852822,long exploration journey,28,Nokia XR21,Android,['7.0.25'],+91 9328161423
10,5,2,4,2024-03-15 14:21:28.031524,mixed usage,10,OnePlus One,Android,['6.0.04'],+91 8369116962
5,1,2,2,2024-03-15 14:22:09.923348,single feature journey,3,iPhone 13 Pro,IOS,['6.0.48'],+91 8484473226
4,2,2,2,2024-03-15 14:22:35.710193,single feature journey,10,Galaxy Note20,Android,['7.0.60'],+91 9812443102
17,15,5,6,2024-03-15 14:22:36.098268,long exploration journey,25,iPhone 5C,IOS,['7.0.25'],+91 9008679241
3,2,1,2,2024-03-15 14:23:05.228204,simple recharge journey,3,Galaxy M series,Android,['7.0.60'],+91 9002931191
12,10,4,7,2024-03-15 14:23:06.069024,entertainment journey,15,Pixel 7,Android,['7.0.47'],+91 8336723767
3,1,1,1,2024-03-15 14:23:06.760897,single feature journey,4,iPhone 6,IOS,['7.0.60'],+91 7091698689
17,13,7,8,2024-03-15 14:23:56.160413,long exploration journey,29,Pixel 4a,Android,['6.0.04'],+91 7211460739
3,2,2,1,2024-03-15 14:23:57.029546,single feature journey,10,OnePlus 8/8 Pro/8T,Android,['6.0.04'],+91 8230758696
15,8,4,9,2024-03-15 14:24:36.536958,entertainment journey,18,Galaxy S10,Android,['7.0.01'],+91 9195665254
5,2,1,2,2024-03-15 14:24:53.225580,single feature journey,9,OnePlus 9/9 Pro,Android,['7.0.01'],+91 8687906632
3,1,2,2,2024-03-15 14:25:06.783436,single feature journey,9,Mi series,Android,['7.0.57'],+91 8276742725
4,2,2,2,2024-03-15 14:25:39.780876,single feature journey,5,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.01'],+91 7493373821
3,2,1,1,2024-03-15 14:25:45.995177,single feature journey,3,Moto Z series,Android,['7.0.03'],+91 8683495282
4,2,0,2,2024-03-15 14:25:59.805083,simple recharge journey,1,Galaxy Note20,Android,['6.0.04'],+91 8857792281
4,1,2,2,2024-03-15 14:26:09.974545,single feature journey,6,Pixel 7,Android,['7.0.01'],+91 9098366725
10,4,4,3,2024-03-15 14:26:26.730556,shopping journey,13,iPhone 7 Plus,IOS,['7.0.25'],+91 9837834384
6,2,5,5,2024-03-15 14:26:33.515563,mixed usage,16,Galaxy Tab series,Android,['7.0.47'],+91 9528966128
3,2,1,1,2024-03-15 14:26:34.586154,single feature journey,6,LG V series ,Android,['7.0.47'],+91 8037925350
5,1,1,2,2024-03-15 14:26:42.825005,single feature journey,7,Nokia 5,Android,['7.0.03'],+91 7556871131
18,13,6,10,2024-03-15 14:26:44.042039,long exploration journey,27,Pixel XL,Android,['7.0.60'],+91 9800018568
4,2,1,1,2024-03-15 14:27:07.582755,single feature journey,9,Pixel 2,Android,['7.0.60'],+91 9352704201
5,1,2,1,2024-03-15 14:27:16.681922,single feature journey,7,Pixel 6 Pro,Android,['7.0.25'],+91 7072473130
5,2,1,1,2024-03-15 14:27:40.784484,single feature journey,2,Moto Z series,Android,['6.0.04'],+91 7149951280
